,Physics Time (ms),Physics Time (ms),Main Thread Time (ms),Main Thread Time (ms),System Memory (MB),System Memory (MB),Wall Time (ms),Wall Time (ms)
,mean,std,mean,std,mean,std,mean,std
Learning Rate,,,,,,,,
0.0001,14.677299088649544,1.3658891982021004,649.130189092342,296.09418083241275,2164.915086214255,16.837410989984104,4609956.76969446,2667206.73960648
0.001,14.07498166348834,1.2373740047944146,642.6072027527159,302.65657319725665,2139.984486699917,13.537358425609701,4735417.48723901,2742048.8100762684
