Physics Time (ms),Script Time (ms),System Memory (MB),Wall Time (ms),Blue Cumulative Reward
9.8,0,1819.672,874041.9,9.395922
9.8,0,1819.672,874037.4,2.8418
9.8,0,1819.672,874037.4,5.819
9.8,0,1819.672,874037.5,5.0094
9.8,0,1819.672,874037.6,4.9284
9.8,0,1819.672,874037.6,3.5108
9.8,0,1819.672,874037.6,3.0068
9.8,0,1819.672,874037.7,5.860593
9.8,0,1819.672,874037.8,6.1648
9.2,0,1818.581,884116.8,9.479401
9.2,0,1818.581,884112.3,2.8418
9.2,0,1818.581,884112.3,5.819
9.2,0,1818.581,884112.4,5.0094
9.2,0,1818.581,884112.4,4.9284
9.2,0,1818.581,884112.5,3.5108
9.2,0,1818.581,884112.6,3.0068
9.2,0,1818.581,884112.6,6.5442
9.2,0,1818.581,884112.6,6.1648
8.9,0,1818,902619.7,9.479401
8.9,0,1818,902616.3,2.8418
8.9,0,1818,902616.6,5.819
8.9,0,1818,902616.8,5.0094
8.9,0,1818,902616.8,4.9284
8.9,0,1818,902616.9,3.5108
8.9,0,1818,902617.0,3.0068
8.9,0,1818,902617.1,6.5442
8.9,0,1818,902617.8,6.1648
9.7,0,1818.231,912721.0,9.479401
9.7,0,1818.231,912716.3,2.8418
9.7,0,1818.231,912716.3,5.819
9.7,0,1818.231,912716.4,5.0094
9.7,0,1818.231,912716.4,4.9284
9.7,0,1818.231,912716.5,3.5108
9.7,0,1818.231,912716.5,3.0068
9.7,0,1818.231,912716.6,6.5442
9.7,0,1818.231,912716.6,6.1648
