Physics Time (ms),Main Thread Time (ms),System Memory (MB),Wall Time (ms),Blue Cumulative Reward
10.7,378.125213623047,1911.286,10250.9,0
10.7,378.125213623047,1911.286,10241.3,0
10.7,378.125244140625,1911.286,10241.1,0
10.7,378.125274658203,1911.286,10241.0,0
10.7,378.125305175781,1911.286,10240.9,0
10.7,378.125305175781,1911.286,10240.8,0
10.7,378.125335693359,1911.286,10240.8,0
10.7,378.125335693359,1911.286,10240.7,0
10.7,378.125366210938,1911.286,10240.6,0
10.7,378.125396728516,1911.286,10240.6,0
10.7,378.125427246094,1911.286,10240.5,0
10.7,378.125427246094,1911.286,10240.4,0
10.7,378.125457763672,1911.286,10240.3,0
10.7,378.12548828125,1911.286,10240.3,0
10.7,378.125518798828,1911.286,10240.2,0
10.7,378.125518798828,1911.286,10240.1,0
10.7,378.125549316406,1911.286,10240.0,0
10.7,378.125579833984,1911.286,10240.0,0
10.7,378.125579833984,1911.286,10239.9,0
10.7,378.125610351563,1911.286,10239.8,0
10.7,378.125640869141,1911.286,10239.7,0
10.7,378.125671386719,1911.286,10239.7,0
10.7,378.125671386719,1911.286,10239.6,0
10.7,378.125701904297,1911.286,10239.5,0
10.7,378.125732421875,1911.286,10239.5,0
10.7,378.125732421875,1911.286,10239.3,0
10.7,378.125762939453,1911.286,10239.2,0
10.7,378.125793457031,1911.286,10239.1,0
10.7,378.125823974609,1911.286,10239.0,0
10.7,378.125823974609,1911.286,10238.9,0
10.7,378.125854492188,1911.286,10238.9,0
10.7,378.125885009766,1911.286,10238.8,0
10.7,378.125915527344,1911.286,10238.7,0
10.7,378.125915527344,1911.286,10238.6,0
11.6,459.950561523438,2102.217,20545.2,0
11.6,459.950622558594,2102.217,20527.9,0
11.6,459.950622558594,2102.217,20527.3,0
11.6,459.950653076172,2102.217,20527.3,0
11.6,459.95068359375,2102.217,20527.2,0
11.6,459.950714111328,2102.217,20527.1,0
11.6,459.950714111328,2102.217,20527.1,0
11.6,459.950744628906,2102.217,20527.0,0
11.6,459.950775146484,2102.217,20526.9,0
11.6,459.950805664063,2102.217,20526.8,0
11.6,459.950805664063,2102.217,20526.8,0
11.6,459.950836181641,2102.217,20526.7,0
11.6,459.950866699219,2102.217,20526.6,0
11.6,459.950897216797,2102.217,20526.5,0
11.6,459.950897216797,2102.217,20526.4,0
11.6,459.950927734375,2102.217,20526.4,0
11.6,459.950958251953,2102.217,20526.3,0
11.6,459.950988769531,2102.217,20526.2,0
11.6,459.950988769531,2102.217,20526.1,0
11.6,459.951019287109,2102.217,20526.1,0
11.6,459.951049804688,2102.217,20526.0,0
11.6,459.951080322266,2102.217,20525.9,0
11.6,459.951080322266,2102.217,20525.8,0
11.6,459.951110839844,2102.217,20525.8,0
11.6,459.951141357422,2102.217,20525.7,0
11.6,459.951171875,2102.217,20525.6,0
11.6,459.951171875,2102.217,20525.4,0
11.6,459.951202392578,2102.217,20525.3,0
11.6,459.951232910156,2102.217,20525.2,0
11.6,459.951263427734,2102.217,20525.2,0
11.6,459.951293945313,2102.217,20525.1,0
11.6,459.951293945313,2102.217,20525.0,0
11.6,459.951324462891,2102.217,20524.9,0
11.6,459.951354980469,2102.217,20524.8,0
11.6,448.670593261719,2097.13,30841.1,0
11.6,448.670654296875,2097.13,30823.7,0
