Physics Time (ms),Main Thread Time (ms),System Memory (MB),Wall Time (ms),Blue Cumulative Reward
8.8,150.36784362793,1382.99,30131.8,0
8.8,150.367858886719,1382.99,30128.8,0
8.8,150.367874145508,1382.99,30128.9,0
8.8,150.367904663086,1382.99,30129.0,0.8531
8.8,150.367919921875,1382.99,30129.1,0
8.8,150.367935180664,1382.99,30129.2,0
8.8,150.367950439453,1382.99,30129.3,0
8.8,150.367980957031,1382.99,30129.4,0
8.8,150.368011474609,1382.99,30129.4,0.7566
9.1,160.706573486328,1428.572,60218.6,0.8636
9.1,160.706588745117,1428.572,60214.8,0.2594
9.1,160.706604003906,1428.572,60215.0,0
9.1,160.706634521484,1428.572,60215.1,0.5884
9.1,160.706649780273,1428.572,60215.2,0
9.1,160.706665039063,1428.572,60215.3,0.4409
9.1,160.706680297852,1428.572,60215.4,0
9.1,160.706695556641,1428.572,60215.5,0
9.1,160.706741333008,1428.572,60215.6,0
9.0,155.371566772461,1437.881,90362.8,0
9.0,155.37158203125,1437.881,90359.0,0.982
9.0,155.371597290039,1437.881,90359.1,0
9.0,155.371612548828,1437.881,90359.2,0
9.0,155.371627807617,1437.881,90359.3,0.8013
9.0,155.371658325195,1437.881,90359.4,0
9.0,155.371673583984,1437.881,90359.5,0
9.0,155.371688842773,1437.881,90359.6,0
9.0,155.371719360352,1437.881,90359.7,0
9.5,456.895355224609,1438.561,120479.9,0
9.5,456.895355224609,1438.561,120475.9,0
9.5,456.895385742188,1438.561,120476.0,0
9.5,456.895385742188,1438.561,120476.1,0.883
9.5,456.895416259766,1438.561,120476.3,0.9592
9.5,456.895446777344,1438.561,120476.4,0
9.5,456.895446777344,1438.561,120476.5,0
9.5,456.895477294922,1438.561,120476.6,0
9.5,456.8955078125,1438.561,120476.7,0
10.1,167.751983642578,1438.073,150546.1,0
10.1,167.751998901367,1438.073,150547.9,0.2918
10.1,167.752014160156,1438.073,150548.0,0
10.1,167.752029418945,1438.073,150548.2,0
10.1,167.752059936523,1438.073,150548.3,0
10.1,167.752075195313,1438.073,150548.4,0
10.1,167.752090454102,1438.073,150548.5,0.6794
10.1,167.752105712891,1438.073,150548.7,0
10.1,167.752136230469,1438.073,150549.1,0
9.8,165.585876464844,1438.055,180686.8,0
9.8,165.585891723633,1438.055,180681.9,0
9.8,165.585922241211,1438.055,180682.0,0
9.8,165.5859375,1438.055,180682.1,0
9.8,165.585952758789,1438.055,180682.2,0
9.9,165.585968017578,1438.055,180682.3,0
9.9,165.585983276367,1438.055,180682.4,0.6794
9.9,165.586013793945,1438.055,180682.4,0
9.9,165.586044311523,1438.055,180682.5,0.4054
9.3,160.875610351563,1438.241,217933.3,0
9.3,160.875625610352,1438.241,217932.3,0
9.3,160.875640869141,1438.241,217932.5,0.5804
9.3,160.87565612793,1438.241,217932.7,0
9.3,160.875686645508,1438.241,217932.8,0
9.3,160.875701904297,1438.241,217933.0,0
9.3,160.875717163086,1438.241,217933.1,0
9.3,160.875732421875,1438.241,217933.3,0
