Physics Time (ms),Script Time (ms),System Memory (MB),Wall Time (ms),Blue Cumulative Reward
8.6,0,1809.75,121059.3,0
9.7,0,1808.915,131194.6,0.6944
9.7,0,1808.915,131190.5,1.8506
9.7,0,1808.915,131190.7,1.2166
9.7,0,1808.915,131190.7,0.2002
9.7,0,1808.915,131190.7,4.021
9.7,0,1808.915,131190.8,0.7246
9.7,0,1808.915,131190.9,0.9232
9.7,0,1808.915,131191.0,1.1902
9.7,0,1808.915,131191.1,0
10.4,0,1808.81,141223.0,0.6944
10.4,0,1808.81,141218.9,1.8506
10.4,0,1808.81,141218.9,1.2166
10.4,0,1808.81,141218.9,0.2002
10.4,0,1808.81,141219.2,4.021
10.4,0,1808.81,141219.2,0.7246
10.4,0,1808.81,141219.4,0.9232
10.4,0,1808.81,141219.4,1.1902
10.4,0,1808.81,141219.5,0
9.7,0,1809.143,151364.5,0.6944
9.7,0,1809.143,151359.6,1.8506
9.7,0,1809.143,151359.8,1.2166
9.7,0,1809.143,151359.9,0.2002
9.7,0,1809.143,151359.9,4.021
9.7,0,1809.143,151360.0,0.7246
9.7,0,1809.143,151360.0,0.9232
9.7,0,1809.143,151360.1,1.1902
9.7,0,1809.143,151360.1,0
9.2,0,1809.613,161475.2,1.358313
9.2,0,1809.613,161470.8,1.8506
9.2,0,1809.613,161470.8,1.2166
9.2,0,1809.613,161470.9,0.2002
9.2,0,1809.613,161471.2,4.021
9.2,0,1809.613,161471.3,0.7246
9.2,0,1809.613,161471.3,0.9232
9.2,0,1809.613,161471.3,1.1902
9.2,0,1809.613,161471.3,0
9.2,0,1809,171513.0,1.5702
9.2,0,1809,171507.9,1.8506
9.2,0,1809,171507.9,1.2166
9.2,0,1809,171507.9,0.2002
9.2,0,1809,171507.9,4.021
9.2,0,1809,171508.0,0.7246
9.2,0,1809,171508.3,0.9232
9.2,0,1809,171508.3,1.1902
9.2,0,1809,171508.4,0
9.5,0,1809.048,181659.9,1.5702
9.5,0,1809.048,181657.0,1.8506
9.5,0,1809.048,181657.1,1.2166
9.5,0,1809.048,181657.1,0.2002
9.5,0,1809.048,181657.2,4.021
9.5,0,1809.048,181657.3,0.7246
9.5,0,1809.048,181657.3,0.9232
9.5,0,1809.048,181657.3,1.1902
9.5,0,1809.048,181657.4,0
9.7,0,1798.966,191786.5,1.5702
9.7,0,1798.966,191781.2,1.8506
9.7,0,1798.966,191781.2,1.2166
9.7,0,1798.966,191781.3,0.2002
9.7,0,1798.966,191781.3,4.021
9.7,0,1798.966,191781.3,1.035345
9.7,0,1798.966,191781.3,0.9232
9.7,0,1798.966,191781.4,1.1902
9.7,0,1798.966,191781.5,0
9.7,0,1798.246,201834.0,1.5702
9.7,0,1798.246,201829.7,1.8506
9.7,0,1798.246,201829.8,1.2166
9.7,0,1798.246,201829.8,0.2002
9.7,0,1798.246,201829.8,4.021
9.7,0,1798.246,201829.9,1.4178
9.7,0,1798.246,201829.9,0.9232
9.7,0,1798.246,201829.9,1.1902
9.7,0,1798.246,201830.4,0
9.0,0,1798.515,228542.3,1.5702
9.0,0,1798.515,228538.5,1.8506
9.0,0,1798.515,228538.7,1.2166
9.0,0,1798.515,228538.8,0.2002
9.0,0,1798.515,228538.9,4.021
9.0,0,1798.515,228539.0,1.4178
9.0,0,1798.515,228539.0,0.9232
9.0,0,1798.515,228539.1,1.1902
9.0,0,1798.515,228539.2,0
9.4,0,1798.721,238585.5,1.5702
9.4,0,1798.721,238580.7,1.8506
9.4,0,1798.721,238580.7,1.2166
9.4,0,1798.721,238580.8,0.2002
9.4,0,1798.721,238580.8,4.021
9.4,0,1798.721,238580.9,1.567348
9.4,0,1798.721,238580.9,0.9232
9.4,0,1798.721,238581.0,1.467987
9.4,0,1798.721,238581.0,0
9.4,0,1800.109,248613.5,1.5702
9.4,0,1800.109,248608.0,1.8506
9.4,0,1800.109,248608.0,1.2166
9.4,0,1800.109,248608.0,0.2002
9.4,0,1800.109,248608.1,4.021
9.4,0,1800.109,248608.1,1.8522
9.4,0,1800.109,248608.1,1.00148
9.4,0,1800.109,248608.2,1.868
9.4,0,1800.109,248608.2,0
11.9,0,1799.444,258710.0,1.5702
11.9,0,1799.444,258706.4,1.8506
11.9,0,1799.444,258706.5,1.2166
11.9,0,1799.444,258706.7,0.2002
11.9,0,1799.444,258706.8,4.021
11.9,0,1799.444,258708.6,1.8522
11.9,0,1799.444,258709.5,1.3146
11.9,0,1799.444,258709.8,1.868
11.9,0,1799.444,258710.2,0
10.5,0,1800.036,268738.2,1.5702
10.5,0,1800.036,268733.3,1.8506
10.5,0,1800.036,268733.3,1.742593
10.5,0,1800.036,268733.3,0.2002
10.5,0,1800.036,268733.4,4.021
10.5,0,1800.036,268733.4,2.108993
10.5,0,1800.036,268733.5,1.3146
10.5,0,1800.036,268733.5,3.11504
10.5,0,1800.036,268733.5,0
10.1,0,1799.717,278817.1,1.5702
10.1,0,1799.717,278812.6,1.8506
10.1,0,1799.717,278812.8,2.0202
10.1,0,1799.717,278812.9,0.2002
10.1,0,1799.717,278814.2,4.021
10.1,0,1799.717,278814.3,2.569106
10.1,0,1799.717,278815.2,1.3146
10.1,0,1799.717,278815.7,3.4268
10.1,0,1799.717,278816.1,0
11.4,0,1799.276,288933.5,1.5702
11.4,0,1799.276,288929.6,1.8506
11.4,0,1799.276,288929.6,2.0202
11.4,0,1799.276,288929.7,0.2002
11.4,0,1799.276,288929.7,4.021
11.4,0,1799.276,288929.7,3.0772
11.4,0,1799.276,288929.7,1.3146
11.4,0,1799.276,288929.8,3.4268
11.4,0,1799.276,288929.8,0
10.8,0,1799.245,299175.4,1.5702
10.8,0,1799.245,299171.8,1.8506
10.8,0,1799.245,299171.8,2.0202
10.8,0,1799.245,299171.8,0.2002
10.8,0,1799.245,299171.8,4.021
10.8,0,1799.245,299171.9,3.0772
10.8,0,1799.245,299171.9,1.3146
10.8,0,1799.245,299172.0,3.4268
10.8,0,1799.245,299172.3,0
10.1,0,1800.016,309181.5,1.5702
10.1,0,1800.016,309176.6,1.8506
10.1,0,1800.016,309176.6,2.0202
10.1,0,1800.016,309176.6,0.2002
10.1,0,1800.016,309176.6,4.021
10.1,0,1800.016,309176.7,3.0772
10.1,0,1800.016,309176.7,2.191535
10.1,0,1800.016,309176.7,3.673787
10.1,0,1800.016,309176.8,0
9.9,0,1799.571,334704.6,1.574463
9.9,0,1799.571,334701.2,1.8506
9.9,0,1799.571,334701.3,2.0202
9.9,0,1799.571,334701.3,0.2002
9.9,0,1799.571,334701.4,4.021
9.9,0,1799.571,334701.5,3.0772
9.9,0,1799.571,334701.6,2.2872
9.9,0,1799.571,334701.8,4.5208
9.9,0,1799.571,334702.0,0
9.3,0,1799.413,344820.9,1.7194
9.3,0,1799.413,344815.8,1.8506
9.3,0,1799.413,344816.1,2.0202
9.4,0,1799.413,344816.2,0.251781
9.4,0,1799.413,344816.2,4.021
9.4,0,1799.413,344816.3,3.0772
9.4,0,1799.413,344816.3,2.2872
9.4,0,1799.413,344816.3,4.5208
9.4,0,1799.413,344816.4,0
10.5,0,1799.951,354933.6,1.7194
10.5,0,1799.951,354929.0,2.215931
10.5,0,1799.951,354929.0,2.0202
10.5,0,1799.951,354929.0,1.960082
10.5,0,1799.951,354929.1,4.021
10.5,0,1799.951,354929.1,3.424846
10.5,0,1799.951,354929.2,2.2872
10.5,0,1799.951,354929.2,4.5208
10.5,0,1799.951,354929.2,0
9.7,0,1799.328,364942.0,1.7194
9.7,0,1799.328,364938.2,2.3054
9.7,0,1799.328,364938.2,2.0202
9.7,0,1799.328,364938.2,1.9922
9.7,0,1799.328,364938.3,4.021
9.7,0,1799.328,364938.3,3.9608
9.7,0,1799.328,364938.4,2.2872
9.7,0,1799.328,364938.4,4.5208
9.7,0,1799.328,364938.5,0
